Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control,P VALUE of127C Sample,Minus_log10_pvalue127C Sample,P VALUE of127N Sample,Minus_log10_pvalue127N Sample,P VALUE of128C Sample,Minus_log10_pvalue128C Sample,P VALUE of128N Sample,Minus_log10_pvalue128N Sample,P VALUE of129C Sample,Minus_log10_pvalue129C Sample,P VALUE of129N Sample,Minus_log10_pvalue129N Sample,P VALUE of130C Sample,Minus_log10_pvalue130C Sample,P VALUE of130N Sample,Minus_log10_pvalue130N Sample,FOLDCHANGE_127C Sample,FOLDCHANGE_127N Sample,FOLDCHANGE_128C Sample,FOLDCHANGE_128N Sample,FOLDCHANGE_129C Sample,FOLDCHANGE_129N Sample,FOLDCHANGE_130C Sample,FOLDCHANGE_130N Sample,LOG2 foldchange of127C Sample,LOG2 foldchange of127N Sample,LOG2 foldchange of128C Sample,LOG2 foldchange of128N Sample,LOG2 foldchange of129C Sample,LOG2 foldchange of129N Sample,LOG2 foldchange of130C Sample,LOG2 foldchange of130N Sample,LOG2FC-Expression_127C Sample,LOG2FC-Expression_127N Sample,LOG2FC-Expression_128C Sample,LOG2FC-Expression_128N Sample,LOG2FC-Expression_129C Sample,LOG2FC-Expression_129N Sample,LOG2FC-Expression_130C Sample,LOG2FC-Expression_130N Sample,adjusted P Value of127C Sample,adjusted P Value of127N Sample,adjusted P Value of128C Sample,adjusted P Value of128N Sample,adjusted P Value of129C Sample,adjusted P Value of129N Sample,adjusted P Value of130C Sample,adjusted P Value of130N Sample
NP_001092.1,25013.5,35942.2,42616.3,25162.8,37244.6,45046.8,18758.2,25184.4,33603.9,26883.5,40190.6,46383.6,28243.8,39367.2,52388.8,33957.9,47599.5,53349.9,24886.0,34879.1,46440.8,22597.4,32991.8,40940.5,16289.1,20734.4,30436.5,33501.38148148148,39220.477777777785,35611.351851851854,28294.93703703704,34653.944444444445,31653.840740740736,31653.840740740736,39220.477777777785,34653.944444444445,26095.059259259266,34653.944444444445,32645.711111111115,34653.944444444445,39220.477777777785,35611.351851851854,39220.477777777785,35611.351851851854,39220.477777777785,33501.38148148148,37619.15555555555,28940.62592592592,30714.83333333334,39220.477777777785,35611.351851851854,24930.096296296288,28940.62592592592,32645.711111111115,0.064021320459863,1.193675372639277,0.4051816726553143,0.3923502070547856,0.11298294468774032,0.9469871103841592,0.5391608897356706,0.2682816186760401,0.053888434581873104,1.2685044321458354,0.03467627157418305,1.4599676044428342,0.2503269428534455,0.6014924044754555,0.12957406211074712,0.8874819260084104,1.252169176851309,1.0934653519260762,1.2197481899927642,1.0795026010258726,1.2654910732651652,1.3182733385226713,1.1565567269450887,1.21996086635136,0.3244294936729655,0.12890750717487887,0.2865833424232757,0.11036671949067005,0.3396973307583562,0.39864953821053506,0.20983602920392594,0.2868348700616551,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001157789.1,11838.9,12516.0,10331.7,11414.6,11251.8,10196.6,9402.1,7322.1,7984.5,12421.4,12581.7,11349.9,13149.7,11274.7,11150.7,18836.3,15527.5,16405.3,12776.9,10553.5,10566.8,9924.9,8893.2,8931.6,6976.5,5487.3,6258.0,15933.725925925924,9876.874074074074,9876.874074074074,11701.985185185184,8555.07037037037,9097.14814814815,15265.0037037037,9564.87037037037,9983.492592592593,12098.75925925926,9648.607407407408,9475.925925925923,17101.57777777778,10629.074074074077,10945.31111111111,20751.60740740741,13519.388888888889,12353.837037037038,11385.781481481485,7064.477777777779,7366.840740740739,12511.692592592595,8740.355555555556,8981.303703703705,11617.407407407409,9384.155555555555,8439.825925925927,0.4226767699972295,0.37399162001873476,0.983894645645913,0.007051402853439569,0.44933730062713917,0.34742752802584725,0.6638466104290528,0.17793225789084507,0.28135610990564613,0.5507436493051003,0.15017242673488984,0.8234098011279861,0.5173232574055462,0.2862379964878009,0.8727639693653058,0.059103191187842234,1.2121532108677944,0.9970386864045638,1.182463463189576,1.0605237650448,1.3136595936056257,1.5836492466199321,0.8768981686778816,1.0268996468186948,0.2775720606834391,-0.004278610724074165,0.24179560657561072,0.08477695026792688,0.393591480956398,0.6632528365559569,-0.18951877795655148,0.038295201995932476,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_003118.2,14067.4,22437.8,15435.1,12482.5,19471.8,13776.1,8107.4,12342.8,10094.1,12386.8,20310.7,13935.0,11113.5,16902.3,13264.6,10949.9,19383.5,13034.8,9198.6,13521.3,11341.6,9994.7,16852.3,11944.8,9471.5,13440.6,12543.0,13755.992592592596,12564.418518518518,16366.08148148148,12651.851851851852,11794.437037037036,15933.725925925924,12511.692592592595,11234.433333333334,14948.144444444448,12017.033333333336,11794.437037037036,15265.0037037037,12098.75925925926,11160.611111111111,13895.762962962965,11015.837037037036,10069.044444444446,15116.114814814811,16366.08148148148,14948.144444444448,18126.84074074074,12564.418518518518,12736.129629629631,16883.55925925926,13628.903703703703,17101.57777777778,13039.214814814815,0.8416926359080151,0.07484647251342536,0.5617632450420459,0.250446679156523,0.36982504411431605,0.4320036822726523,0.4083195768508238,0.388999797362171,0.22796545164063628,0.6421309657132297,0.2784384357731754,0.5552708147079256,0.29966887346945936,0.5233583647703716,0.7945355466925212,0.09988666813932952,0.9752521996869471,0.9225564313141392,0.8840424687535382,0.8927746221849072,0.8488780246911909,0.8270789920778945,1.1295729888546258,0.963774277112746,-0.03615274762689053,-0.1162909336470644,-0.17781241759143748,-0.1636320768693957,-0.23637082711060278,-0.2739029710085895,0.17577749539364868,-0.053232798454725,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_005264575.1,13844.7,23159.2,11513.9,12502.6,21544.9,10567.8,8045.0,12707.0,8314.0,13734.2,22951.9,10967.8,12292.1,19219.3,10816.3,12163.7,22847.9,10639.9,10317.9,15777.4,9046.2,11330.1,18550.6,9654.3,9449.3,15110.8,10000.2,13337.84444444444,10367.64444444444,16883.55925925926,12736.129629629631,9177.214814814815,17458.574074074073,14401.688888888886,8981.303703703705,17256.36296296296,13442.214814814815,9384.155555555555,17458.574074074073,13337.84444444444,8555.07037037037,15933.725925925924,12436.966666666667,8603.903703703703,17458.574074074073,16147.933333333338,11474.474074074076,19842.577777777773,14571.251851851852,9475.925925925923,18126.84074074074,13442.214814814815,17607.374074074076,9648.607407407408,0.9908387675900332,0.003997009533667219,0.9005644799402447,0.04548518647608841,0.995599723189178,0.0019152328121680097,0.968451027233987,0.013922335853275888,0.7767552911728967,0.10971577969594876,0.8419600743032496,0.07470850223063269,0.5363937987328437,0.2705162516848584,0.8921201996558339,0.0495766270920601,0.9973181084647209,0.9674118782040846,0.9985542174814734,0.9898459418485467,0.9294426825540449,0.9459742187136693,1.1662675377460079,1.0362625953120315,-0.003874349235680121,-0.0477978431063545,-0.0020873325479931156,-0.014724091135759376,-0.10556219600911602,-0.08012722954761424,0.22189877576424216,0.051389637145657203,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_011522177.1,9375.8,14853.9,18275.9,9102.2,14231.8,16970.0,5916.6,9334.1,13268.1,9655.0,15309.1,18643.8,8929.8,13879.0,19230.2,8442.7,14187.0,15674.6,5837.8,9441.7,13574.7,6419.2,10388.4,13008.8,5561.1,8358.1,12850.5,9932.2037037037,17101.57777777778,12651.851851851852,9796.65925925926,14824.999999999998,11312.0,10119.192592592592,16683.95185185185,12353.837037037038,9831.225925925928,15394.77037037037,11474.474074074076,7747.551851851852,13337.84444444444,9983.492592592593,8677.47777777778,12860.803703703705,10750.25925925926,9097.14814814815,15116.114814814811,11312.0,8350.714814814817,13442.214814814815,10209.6,9509.92962962963,11084.277777777776,15116.114814814811,0.6474658734427872,0.18878311738735637,0.9750673238789985,0.010965397245321102,0.6760556894895018,0.17001752796098538,0.8949815756328934,0.0481859051123876,0.5429212531988887,0.2652631571169558,0.6120657458693748,0.2132019250199792,0.9809198995415687,0.008366455012906681,0.610236581588192,0.21450176144993666,1.1113210652755552,1.006254131106609,1.0965171705203611,1.0277272252539909,0.8700254423790941,0.9041794845706508,0.9948177656278862,0.896170284616327,0.15227567754095794,0.008994706123934673,0.13292840355790017,0.03945740169782912,-0.2008705042047934,-0.1453189109663224,-0.007495823204685598,-0.15815520475869935,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004125.3,13575.7,24619.8,19518.9,11702.2,22840.0,17984.4,7678.7,15241.7,12907.3,12926.3,23611.9,18979.0,11561.6,23230.3,18705.8,12683.9,28475.0,18664.4,9781.4,18597.6,16023.2,10836.1,21763.8,16788.7,7404.6,16460.6,13852.7,12651.851851851852,16683.95185185185,21249.03703703704,12017.033333333336,15562.296296296292,18126.84074074074,13248.2037037037,15933.725925925924,20945.029629629626,12564.418518518518,15789.392592592592,17819.333333333332,12564.418518518518,15116.114814814811,18933.022222222226,13248.2037037037,14824.999999999998,21977.929629629627,12511.692592592595,16532.951851851853,21249.03703703704,13628.903703703703,16147.933333333338,20945.029629629626,13039.214814814815,18568.188888888883,15933.725925925924,0.751219164681019,0.12423334112393994,0.8103536874860355,0.09132538729732374,0.7723123371231719,0.11220702757037987,0.8467191683434461,0.07226060839705194,0.9055614037873848,0.043082095960759466,0.8049595021580945,0.09422596861559805,0.7767177651763573,0.109736761499478,0.7136250784113923,0.14652989626603402,1.0640226922419223,0.961402699650712,1.0543914216968466,0.9712252275904569,0.9804890190599098,1.052796467464235,1.057898326634131,1.066904952865375,0.08952891929378913,-0.05678724027027436,0.0764105380479781,-0.04212219878084309,-0.02842662177388889,0.07422655339895684,0.0812009783883272,0.09343165682066722,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_000282.1,14446.5,29622.8,33127.1,13593.7,28370.7,31594.6,11312.1,20063.7,23619.7,15106.4,30449.6,34012.2,17241.8,29842.1,35202.1,18749.5,31284.0,32735.3,15202.9,26891.9,32793.6,16475.2,29688.1,33512.8,14904.6,24709.5,30603.3,21249.03703703704,28294.93703703704,29886.981481481474,14060.351851851852,24930.096296296288,22430.366666666672,20945.029629629626,28940.62592592592,28940.62592592592,15265.0037037037,25408.53333333333,21977.929629629627,19842.577777777773,28294.93703703704,27689.58518518519,20449.588888888884,26095.059259259266,23946.47407407408,28940.62592592592,39220.477777777785,35611.351851851854,21977.929629629627,33501.38148148148,28940.62592592592,14291.640740740742,22430.366666666672,24930.096296296288,0.2303868601352611,0.6375422940573325,0.987418561584432,0.005498713132361492,0.24432988276265022,0.6120234133979977,0.9430526096729059,0.025464078786194853,0.3261064037807005,0.48664067283061235,0.47434761632876393,0.32390327747576353,0.0334366796394541,1.4757768558101376,0.17747500586253304,0.750862800807749,1.2883738069554926,0.9962484834256354,1.2785659652477688,1.0162097139096151,1.2299191016160695,1.1433692929765757,1.683194073218973,1.369295319471241,0.36555123568780445,-0.0054224719759520335,0.3545265956838114,0.02319815998064729,0.29856342488516086,0.1932914500062258,0.7512015298042538,0.45343362993331426,nan,nan,nan,nan,nan,nan,Upregulated,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_011532005.1,15970.2,7458.7,17164.5,15619.6,7458.7,16917.2,9314.3,4534.0,10041.2,15484.3,7445.8,16161.7,12864.5,6240.5,14782.2,14343.9,6761.9,16544.9,10709.4,5089.7,11377.7,10904.5,5368.6,11600.5,9195.6,4626.1,10492.5,15789.392592592592,12511.692592592595,6074.414814814815,17101.57777777778,14685.507407407407,6136.559259259258,15116.114814814811,12564.418518518518,5496.514814814816,15933.725925925924,14060.351851851852,5745.437037037039,13895.762962962965,11312.0,5387.585185185186,14571.251851851852,13755.992592592596,5273.429629629628,15789.392592592592,12200.029629629627,6303.6407407407405,13755.992592592596,12017.033333333336,5387.585185185186,16147.933333333338,5701.940740740742,14060.351851851852,0.9107117427866721,0.04061906356188071,0.8912970840608195,0.04997751429835775,0.8425574136844262,0.0744004956830105,0.9904546873485213,0.004165388358288451,0.6866347663085438,0.1632742107650577,0.8685103058901378,0.06122502377455374,0.904701423034936,0.043494726566540895,0.7189769287703391,0.14328504545646617,0.9572621478602864,1.0560681105897722,0.9238885942011151,0.9952461699499399,0.8519954235670618,0.9356853990109698,0.9549665054656359,0.8677364262588568,-0.06301403158879763,0.07870288359913406,-0.11420919809836916,-0.006874680547487367,-0.23108241374943778,-0.09590455394619922,-0.06647796199661472,-0.20467120230356076,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004095.4,7384.0,5818.4,9925.7,7838.2,5792.7,10344.6,7646.8,5278.8,9083.6,8575.6,6471.6,10770.4,12235.0,9025.2,15611.6,10066.2,7386.1,10624.5,7362.8,5251.0,9703.2,7747.6,5635.7,9242.9,6068.6,4088.9,7520.8,12564.418518518518,11553.196296296295,7203.155555555556,8405.751851851852,8769.948148148149,4717.988888888888,13895.762962962965,12969.140740740742,8029.751851851852,8677.47777777778,8915.22222222222,4953.385185185186,9435.633333333337,9354.951851851853,5595.396296296297,10209.6,8555.07037037037,5745.437037037039,10022.78148148148,8707.425925925925,5595.396296296297,9796.65925925926,9177.214814814815,5681.281481481481,7515.414814814814,4438.774074074073,8172.422222222223,0.14491936291151356,0.8388735838606745,0.751104510565111,0.12429962996805986,0.09650031464148222,1.0154712706268112,0.6644308548361284,0.17755020798775745,0.45382335660239853,0.3431131563521287,0.44860195629401894,0.34813883684791314,0.4683264848654165,0.3294512812406399,0.43073522100281486,0.3657896147436277,1.5561869903214558,1.0877980782766876,1.7337571319342275,1.1202126905874572,1.2116287907018262,1.217796044853092,1.208628892833056,1.2250028293111113,0.6380154239495053,0.12141078222755658,0.7939018171905388,0.16377267739351958,0.27694776494718837,0.2842725324909168,0.27337133585511264,0.29278508133265857,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_002147.2,11753.4,19421.8,30224.4,10276.0,17338.2,27908.7,6218.6,9871.0,17563.1,10741.5,18510.2,27891.5,8869.5,14262.0,24749.7,9377.0,15707.2,27722.1,7770.9,12503.4,20658.4,7504.2,13224.9,20693.6,5990.5,9674.4,18626.3,10367.64444444444,22430.366666666672,13337.84444444444,10823.492592592596,21558.581481481484,13755.992592592596,9932.2037037037,20945.029629629626,12860.803703703705,10880.533333333333,21249.03703703704,13755.992592592596,10251.448148148149,19842.577777777773,12511.692592592595,9742.618518518517,21249.03703703704,12564.418518518518,9831.225925925928,21977.929629629627,12651.851851851852,9384.155555555555,20945.029629629626,12860.803703703705,11385.781481481485,14824.999999999998,22430.366666666672,0.8725203609206177,0.05922442966128089,0.8640950420490069,0.0634384867255547,0.7422276416100146,0.12946287594363107,0.8480641699509905,0.07157128500598385,0.6689349823560733,0.17461609176310078,0.7396934514449389,0.1309482261188525,0.790884391711794,0.10188699527736236,0.7204667631778263,0.1423860494112843,0.9484943779500816,0.9485398355758842,0.8991982858591755,0.9433486813100628,0.8759192605559534,0.8954573593002721,0.9140616350582609,0.8879311145646384,-0.07628887257119636,-0.07621973149734448,-0.15328880953406604,-0.08413697529319746,-0.19113020196028938,-0.1593033605998699,-0.12963664558336263,-0.17148033782870167,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_005959.2,37888.5,53641.5,32903.4,33247.9,46260.1,29559.7,18817.6,25015.7,18001.6,36305.1,49844.5,31614.4,29245.4,39862.3,27626.7,31876.6,44992.4,29543.1,23170.1,30686.5,21617.1,23362.5,32125.6,21665.9,16172.1,20522.6,16548.5,34653.944444444445,23946.47407407408,34653.944444444445,33501.38148148148,23946.47407407408,39220.477777777785,33501.38148148148,24420.281481481485,35611.351851851854,37619.15555555555,23429.033333333333,39220.477777777785,31653.840740740736,22922.925925925923,30714.83333333334,37619.15555555555,22430.366666666672,37619.15555555555,32645.711111111115,19181.925925925923,28294.93703703704,32645.711111111115,21977.929629629627,33501.38148148148,39220.477777777785,39220.477777777785,24420.281481481485,0.629322142280283,0.20112698762170134,0.7718099770681301,0.11248961167077859,0.6353083498483199,0.19701543670122523,0.908186798382206,0.0418248153963282,0.3734431063516315,0.4277755530978732,0.8186290437911502,0.0869128512684772,0.30009643969639,0.5227391569556331,0.473807923222562,0.3243976810909524,0.9066035529923194,0.9397936104786115,0.9093125603878994,0.9747954579873768,0.8291908833381929,0.9495187943599238,0.7789384648876475,0.8567369473739772,-0.14145627970984032,-0.08958413579076521,-0.13715181387484326,-0.03682856597870747,-0.2702238402768439,-0.07473153815502195,-0.36041873310612843,-0.22307578783626583,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_005372.2,36893.8,59083.1,94069.6,33716.5,53315.7,86268.8,16381.7,25766.5,40061.5,34343.4,54384.6,85835.0,24298.8,38021.4,58544.2,26659.6,41372.4,67377.0,20238.2,32315.4,49247.7,20359.4,32819.2,48386.9,13922.7,22352.4,34669.6,31653.840740740736,50870.4,37619.15555555555,34653.944444444445,80178.53333333333,45535.12962962963,30714.83333333334,50870.4,33501.38148148148,33501.38148148148,80178.53333333333,42553.46666666666,29886.981481481474,42553.46666666666,34653.944444444445,28940.62592592592,50870.4,33501.38148148148,26870.75925925926,42553.46666666666,32645.711111111115,29886.981481481474,50870.4,34653.944444444445,34653.944444444445,45535.12962962963,80178.53333333333,0.44073694929793156,0.3558205387718237,1.0,0.0,0.3958226542303141,0.4024993533189507,0.9478972879018268,0.023238719322428606,0.32413918650624424,0.48926846216535685,0.38219643450298674,0.4177133687799618,0.2905281542806421,0.5368117749560902,0.3990191431737476,0.39900626828494995,0.7491749626910431,1.0,0.7176425256656848,0.9742203179759171,0.6678056393304143,0.7065791479917876,0.6364747762166988,0.7196673180558723,-0.41662540914122115,0.0,-0.4786627116686646,-0.03768002308507631,-0.582499818497908,-0.5010769207121942,-0.6518247542849274,-0.47459795154014794,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001353228.1,15603.0,21075.9,14243.2,15402.7,20408.9,14596.5,10756.6,13463.3,10115.0,16455.1,22306.3,15018.3,16676.4,21603.2,16284.8,17280.0,23171.3,16083.8,12536.8,16096.2,12311.2,13135.8,17517.2,12452.4,10164.3,12866.4,10585.9,18790.91851851852,12651.851851851852,17819.333333333332,16532.951851851853,12651.851851851852,16883.55925925926,20449.588888888884,13519.388888888889,19549.337037037032,17256.36296296296,12651.851851851852,16883.55925925926,16683.95185185185,12564.418518518518,16532.951851851853,18126.84074074074,13248.2037037037,17819.333333333332,16883.55925925926,12353.837037037038,17819.333333333332,17256.36296296296,13151.84074074074,17458.574074074073,15394.77037037037,16147.933333333338,11794.437037037036,0.44958407468154227,0.3471890808918927,0.6582684137933879,0.18159698349875297,0.2680532697247089,0.5717788908645741,0.5952070737807224,0.225331916027906,0.6906912420744892,0.16071605078817242,0.4006482637925127,0.39723673493209344,0.5976634096073765,0.22354333190605394,0.4804705449628369,0.3183332314131363,1.136717902050999,1.0630226677519274,1.23492952926871,1.0797153036468248,1.0563992326144334,1.1351551333780243,1.085829125440944,1.1045209019241726,0.18487426671219315,0.08817236103140508,0.3044287173764961,0.1106509566829982,0.07915515862090597,0.18288947360535682,0.11879708723518947,0.14342072047410206,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
